"分类","法规名称","文号/标准号","条款号","条文内容","关键词","官方来源URL","发布机关","施行日期","现行状态","备注"
"消防安全","防火门","GB 12955-2024","7.7.3","7.7.3 抗静扭曲性能按使用状态,将防火门试件安装在试验框架上,按 GB/T29530 的规定对每个门扇(包括防火门门扇上设置的供人员临时通行的小门扇)进行试验,施加水平方向静荷载(F)为 250N。测量并记录门扇卸载(180±5）s的残余变形量;然后进行正常启闭试验,检查并记录门扇的启闭情况。","防火门,门扇,抗静扭曲,试验方法","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","7.7.4","7.7.4 耐软重物体撞击性能按使用状态,将防火门试件安装在试验框架上,按 GB/T14155 的规定对每个门扇(包括防火门门扇上设置的供人员临时通行的小门扇)进行试验,软重物体撞击位置为防火门门扇关闭方向一侧面接近几何中心位置,软重物体下降高度为300 mm,撞击次数为10次。检查并记录门的损坏情况,然后进行正常启闭试验,检查并记录门扇的启闭情况。","防火门,门扇,耐软重物体撞击,试验方法","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","7.8","7.8 联动信号接收与反馈功能","防火门,联动信号,试验方法","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","7.8.1","7.8.1 将防火门安装在试验框架上,对照图纸,目测核查并记录防火门联动信号接收与反馈装置安装情况。使联动信号接收与反馈装置处于正常工作状态,手动操作门扇启闭,分别使防火门门扇处于非完全关闭状态和完全关闭状态,检查该装置警示信号输出情况。","防火门,门扇,联动信号,试验方法","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","7.8.2","7.8.2 对照图纸,目测核查联动信号接收与反馈装置预留安装接口位置。","防火门,联动信号,试验方法","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","7.9","7.9 烟密闭性能按 GB/T41480的规定进行试验。","防火门,烟密闭性能,试验方法","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","7.10","7.10 耐火性能","防火门,耐火性能,试验方法","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","7.10.1","7.10.1 试验步骤","防火门,试验方法","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","7.10.1.1","7.10.1.1 按 GB/T7633的有关规定,将试件安装在试验框架上。","防火门,试验方法","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","7.10.1.2","7.10.1.2 调试防火门试件处于正常使用状态,首先进行 5 次常规使用状态下的正常启闭操作,然后使防火门试件处于门扇正常关闭状态,锁具的斜舌碰上,但不应使用钥匙锁闭门扇。","防火门,门扇,锁具,试验方法","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","7.10.1.3","7.10.1.3 按 GB/T7633的规定布置试件背火面温度测量热电偶,并进行耐火试验。","防火门,试验方法","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","7.10.2","7.10.2 耐火性能判定防火门试件的耐火完整性、耐火隔热性分别按 GB/T7633的规定进行判定。","防火门,耐火完整性,耐火隔热性,耐火性能,试验方法","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","7.11","7.11 抗喷水冲击性能","防火门,抗喷水冲击,试验方法","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","7.11.1","7.11.1 耐火完整性时间不小于 60 min 的疏散通道防火门、设施设备场所防火门,在完成耐火试验后,将总体试验框架移至安全位置,按 GB/T26784的有关规定进行喷水冲击试验。","防火门,疏散通道防火门,设施设备场所防火门,耐火完整性,试验方法","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","7.11.2","7.11.2 在喷水冲击试验过程中,检查并记录防火门试件是否出现门扇开启或整体垮塌现象。","防火门,门扇,试验方法","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","7.11.3","7.11.3 在喷水冲击试验后,检查试件上是否存在贯穿性裂缝或孔洞;若有,则采用 GB/T9978.1 规定的完整性测试用缝隙探棒测试防火门试件喷水冲击试验后的完整性 (在使用时不应存在不适当的外力),当出现以下情况之一时,则判定喷水冲击试验的完整性丧失,并记录有关测试结果:a）Φ6 mm 缝隙探棒能够从受火面一侧裂缝或孔洞穿过试件进入另一侧,且沿裂缝方向移动长度大于150 mm;
b）Φ25 mm 缝隙探棒能够从受火面一侧裂缝或孔洞穿过试件进入另一侧。","防火门,试验方法","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","8","8 检验规则","防火门","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","8.1","8.1 出厂检验","防火门,出厂检验,检验规则","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","8.1.1","8.1.1 防火门产品出厂检验时应对每一樘门框、门扇进行检验的项目至少包括6.1、6.4.1规定的项目。","防火门,门框,门扇,出厂检验,检验规则","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","8.1.2","8.1.2 防火门产品出厂检验时应进行抽样检验的项目至少包括6.2、6.3、6.4规定的项目,生产企业应依据订单产品数量确定抽样方法、抽样检验频次、抽样检验数量。","防火门,出厂检验,检验规则","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","8.1.3","8.1.3 防火门产品涉及6.1、6.6的要求及配件情况,应在交付使用前完成。","防火门,检验规则","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","8.1.4","8.1.4 防火门产品应由生产企业的质量检验部门按出厂检验项目逐项检验合格,签发合格证后方可出厂,并经安装验收合格后交付使用。","防火门,出厂检验,检验规则","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","8.1.5","8.1.5 准许生产企业在本文件基础上,结合其技术和制造能力水平制定不低于本文件及其他强制性标准要求的企业标准,并适当增加出厂检验项目。有关材料、配件、外观及尺寸见附录 C。","防火门,出厂检验,检验规则","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","8.2","8.2 型式检验","防火门,型式检验,检验规则","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","8.2.1","8.2.1 检验项目防火门产品型式检验项目为第6章规定的全部技术要求内容的适用项目,不同类别的防火门的基本检验项目见表8。","防火门,型式检验,检验规则","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","8.2.2","8.2.2 检验样品防火门产品型式检验样品应在出厂检验合格的批次产品中抽取,最小批次量为3樘,抽取样品数量2樘。其中1樘依次进行6.1、6.2.2、6.4、6.5、6.6、6.8和6.9项目检验,另1樘依次进行6.7、6.2.1、6.3项目检验和结构符合性核查。","防火门,出厂检验,型式检验,检验规则","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","8.2.3","8.2.3 检验条件有下列情况之一时,应进行型式检验:a）新产品或老产品转厂生产的试制定型鉴定;
b）产品的设计、结构、材料、零部件、元器件、生产工艺、生产条件等发生改变,可能影响产品质量;
c）产品标准规定的技术要求发生变化;
d）停产一年及以上恢复生产;
e）产品质量监管部门提出进行型式检验要求;
f）其他通过型式检验才能证明产品质量的情况。","防火门,型式检验,检验规则","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","8.2.4","8.2.4 判定规则第6章的全部适用项目检验结果全部合格,则判定该产品型式检验合格;否则,判定该产品型式检验不合格。","防火门,型式检验,检验规则","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
"消防安全","防火门","GB 12955-2024","表8","表8 不同应用场所防火门检验项目检验项目应用场所疏散通道防火门常闭防火门Tb常开防火门Tk设施设备场所防火门S入户防火门R6.1 外观 ◎ ◎ ◎ ◎
6.2 尺寸偏差 ◎ ◎ ◎ ◎
6.3 关键材料性能 ○ ○ ○ ○
6.4 配件性能6.4.1 密封件 ○ ○ ○ ○
6.4.2 玻璃 ○ ○ ○ ○
6.4.3 锁具 ○ ○ ○ ○
6.4.4 铰链(合页) ○ ○ ○ ○
6.4.5 闭门装置 ○ ○ ○ ○
6.4.6 顺序器 ○ ○ ○ ○
6.4.7 插销 ○ ○ ○ ○
6.5 机械力学性能 ◎ ◎ ◎ ◎
6.6 联动信号接收与反馈功能 ◎ ◎ ○ ○
6.7 烟密闭性能 ◎ ◎ ◎ ◎
6.8 耐火性能 ◎ ◎ ◎ ◎
6.9 抗喷水冲击性能 ○ ○ ○ ×
注:◎———需检验;○———适用时检验;×———无需检验。","防火门,疏散通道防火门,常开防火门,常闭防火门,设施设备场所防火门,入户防火门,锁具,铰链,闭门装置,顺序器,插销,联动信号,烟密闭性能,耐火性能,抗喷水冲击","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=2D63E6831761ADEE94E652D433B2C606","国家市场监督管理总局、国家标准化管理委员会","2026-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+12955-2024.pdf；抽取方式=PDF文本按主文编号核对清洗；核对说明=主文153条含表1-表8，已合并表1续表、4.3型号示例和表8内部项目；规范性附录A/B及资料性附录C/D暂不写入正式CSV；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-10-28，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=269A6EBC05D43C8DE06397BE0A0A9BF0；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-10-28"
